Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:45:45.474,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
2,17:45:45.861,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
3,17:45:46.258,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
4,17:45:46.692,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
5,17:45:47.119,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
6,17:45:47.506,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
7,17:45:47.926,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
8,17:45:48.362,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
9,17:45:48.812,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
10,17:45:49.272,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
11,17:45:49.800,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
12,17:45:50.184,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
13,17:45:50.637,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
14,17:45:50.993,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
15,17:45:51.418,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
16,17:45:51.822,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
17,17:45:52.251,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
18,17:45:52.712,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
19,17:45:53.103,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
20,17:45:53.470,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
21,17:45:53.960,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
22,17:45:54.456,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
23,17:45:55.013,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
24,17:45:55.351,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
25,17:45:55.763,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
26,17:45:56.202,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
27,17:45:56.629,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
28,17:45:56.991,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
29,17:45:57.944,Target,BB Gun,0.504000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
30,17:45:58.345,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
31,17:45:58.832,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
32,17:45:59.306,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
33,17:45:59.814,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
34,17:46:00.212,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
35,17:46:00.680,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
36,17:46:01.132,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
37,17:46:01.760,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
38,17:46:02.155,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
39,17:46:02.517,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
40,17:46:02.868,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
41,17:46:03.288,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
42,17:46:03.623,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
43,17:46:04.019,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
44,17:46:04.390,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
45,17:46:04.814,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
46,17:46:05.187,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
47,17:46:05.678,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
48,17:46:06.152,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
49,17:46:06.561,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
50,17:46:06.999,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
51,17:46:07.398,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
52,17:46:07.950,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
53,17:46:08.357,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
54,17:46:08.689,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
55,17:46:09.072,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
56,17:46:09.443,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
57,17:46:09.782,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
58,17:46:10.161,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
59,17:46:10.597,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
60,17:46:10.968,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
61,17:46:11.536,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
62,17:46:12.054,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
63,17:46:12.502,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
64,17:46:12.899,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
65,17:46:13.429,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
66,17:46:13.872,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
67,17:46:14.276,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
68,17:46:14.717,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
69,17:46:15.063,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
70,17:46:15.506,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
71,17:46:15.882,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
72,17:46:16.213,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
73,17:46:16.682,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
74,17:46:17.007,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
75,17:46:17.293,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
76,17:46:17.809,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
77,17:46:18.290,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
78,17:46:18.596,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
79,17:46:18.941,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
80,17:46:19.331,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
81,17:46:19.640,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
82,17:46:19.984,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
83,17:46:20.400,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
84,17:46:20.822,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
85,17:46:21.217,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
86,17:46:21.612,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
87,17:46:21.933,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
88,17:46:22.292,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
89,17:46:22.620,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
90,17:46:23.066,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
91,17:46:23.608,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
92,17:46:24.010,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
93,17:46:24.418,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
94,17:46:24.952,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
95,17:46:25.319,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
96,17:46:25.692,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
97,17:46:26.117,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
98,17:46:26.592,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
99,17:46:26.968,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
100,17:46:27.420,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
101,17:46:27.718,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
102,17:46:28.112,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
103,17:46:28.535,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
104,17:46:29.029,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
105,17:46:29.476,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
106,17:46:29.830,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
107,17:46:30.180,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
108,17:46:30.558,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
109,17:46:30.940,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
110,17:46:31.354,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
111,17:46:31.705,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
112,17:46:32.103,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
113,17:46:32.533,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
114,17:46:32.848,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
115,17:46:33.296,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
116,17:46:33.671,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
117,17:46:34.136,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
118,17:46:34.606,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
119,17:46:35.387,Target,BB Gun,0.417000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
120,17:46:35.802,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
121,17:46:36.140,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
122,17:46:36.437,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
123,17:46:36.882,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
124,17:46:37.227,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
125,17:46:37.563,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
126,17:46:37.961,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
127,17:46:38.501,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
128,17:46:38.786,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
129,17:46:39.281,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
130,17:46:39.727,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
131,17:46:40.181,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
132,17:46:40.684,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
133,17:46:41.091,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
134,17:46:41.492,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
135,17:46:41.943,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
136,17:46:42.365,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
137,17:46:42.597,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
138,17:46:42.956,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
139,17:46:43.447,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
140,17:46:43.760,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
141,17:46:44.146,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
BB Gun,143,141,141.0,143.0,

Kills:,141
Deaths:,0
Fight Time:,0.931
Time Remaining:,0.0
Avg TTK:,0.425356
Damage Done:,141.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,141
Miss Count:,2
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1410.0
Scenario:,VT ww5t Novice S5
Hash:,795226c63d1793e92980e368eb766d1c
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:45:44.583
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,249.103012
Resolution Scale:,100.0
